Date,TempAvgF,Year,Month
2015-10-12,86,2015,10
2015-10-13,79,2015,10
2015-10-14,78,2015,10
2015-10-15,79,2015,10
2015-10-16,76,2015,10
2015-10-17,75,2015,10
2015-10-18,71,2015,10
2015-10-19,70,2015,10
2015-10-20,73,2015,10
2015-10-21,79,2015,10
2015-10-22,76,2015,10
2015-10-23,76,2015,10
2015-10-24,68,2015,10
2015-10-25,61,2015,10
2015-10-26,69,2015,10
2015-10-27,71,2015,10
2015-10-28,70,2015,10
2015-10-29,66,2015,10
2015-10-30,71,2015,10
2015-10-31,71,2015,10
2015-11-01,67,2015,11
2015-11-02,68,2015,11
2015-11-03,69,2015,11
2015-11-04,70,2015,11
2015-11-05,79,2015,11
2015-11-06,68,2015,11
2015-11-07,60,2015,11
2015-11-08,62,2015,11
2015-11-09,63,2015,11
2015-11-10,67,2015,11
2015-11-11,77,2015,11
2015-11-12,64,2015,11
2015-11-13,61,2015,11
2015-11-14,60,2015,11
2015-11-15,62,2015,11
2015-11-16,70,2015,11
2015-11-17,61,2015,11
2015-11-18,58,2015,11
2015-11-19,63,2015,11
2015-11-20,65,2015,11
2015-11-21,54,2015,11
2015-11-22,47,2015,11
2015-11-23,48,2015,11
2015-11-24,56,2015,11
2015-11-25,68,2015,11
2015-11-26,71,2015,11
2015-11-27,58,2015,11
2015-11-28,42,2015,11
2015-11-29,45,2015,11
2015-11-30,50,2015,11
2015-12-01,53,2015,12
2015-12-02,55,2015,12
2015-12-03,52,2015,12
2015-12-04,50,2015,12
2015-12-05,51,2015,12
2015-12-06,57,2015,12
2015-12-07,57,2015,12
2015-12-08,59,2015,12
2015-12-09,62,2015,12
2015-12-10,65,2015,12
2015-12-11,66,2015,12
2015-12-12,73,2015,12
2015-12-13,60,2015,12
2015-12-14,59,2015,12
2015-12-15,64,2015,12
2015-12-16,55,2015,12
2015-12-17,54,2015,12
2015-12-18,46,2015,12
2015-12-19,51,2015,12
2015-12-20,59,2015,12
2015-12-21,65,2015,12
2015-12-22,64,2015,12
2015-12-23,67,2015,12
2015-12-24,63,2015,12
2015-12-25,61,2015,12
2015-12-26,74,2015,12
2015-12-27,55,2015,12
2015-12-28,41,2015,12
2015-12-29,43,2015,12
2015-12-30,49,2015,12
2015-12-31,46,2015,12
2016-01-01,46,2016,1
2016-01-02,45,2016,1
2016-01-03,52,2016,1
2016-01-04,48,2016,1
2016-01-05,46,2016,1
2016-01-06,50,2016,1
2016-01-07,61,2016,1
2016-01-08,55,2016,1
2016-01-09,48,2016,1
2016-01-10,42,2016,1
2016-01-11,45,2016,1
2016-01-12,50,2016,1
2016-01-13,52,2016,1
2016-01-14,59,2016,1
2016-01-15,59,2016,1
2016-01-16,54,2016,1
2016-01-17,45,2016,1
2016-01-18,48,2016,1
2016-01-19,56,2016,1
2016-01-20,51,2016,1
2016-01-21,54,2016,1
2016-01-22,46,2016,1
2016-01-23,44,2016,1
2016-01-24,53,2016,1
2016-01-25,66,2016,1
2016-01-26,51,2016,1
2016-01-27,48,2016,1
2016-01-28,52,2016,1
2016-01-29,57,2016,1
2016-01-30,62,2016,1
2016-01-31,72,2016,1
2016-02-01,66,2016,2
2016-02-02,62,2016,2
2016-02-03,49,2016,2
2016-02-04,47,2016,2
2016-02-05,48,2016,2
2016-02-06,51,2016,2
2016-02-07,50,2016,2
2016-02-08,56,2016,2
2016-02-09,57,2016,2
2016-02-10,56,2016,2
2016-02-11,68,2016,2
2016-02-12,63,2016,2
2016-02-13,64,2016,2
2016-02-14,66,2016,2
2016-02-15,62,2016,2
2016-02-16,63,2016,2
2016-02-17,63,2016,2
2016-02-18,67,2016,2
2016-02-19,73,2016,2
2016-02-20,71,2016,2
2016-02-21,68,2016,2
2016-02-22,65,2016,2
2016-02-23,54,2016,2
2016-02-24,54,2016,2
2016-02-25,54,2016,2
2016-02-26,53,2016,2
2016-02-27,58,2016,2
2016-02-28,67,2016,2
2016-02-29,70,2016,2
2016-03-01,70,2016,3
2016-03-02,64,2016,3
2016-03-03,73,2016,3
2016-03-04,61,2016,3
2016-03-05,68,2016,3
2016-03-06,68,2016,3
2016-03-07,70,2016,3
2016-03-08,76,2016,3
2016-03-09,65,2016,3
2016-03-10,61,2016,3
2016-03-11,65,2016,3
2016-03-12,66,2016,3
2016-03-13,71,2016,3
2016-03-14,73,2016,3
2016-03-15,80,2016,3
2016-03-16,71,2016,3
2016-03-17,73,2016,3
2016-03-18,68,2016,3
2016-03-19,55,2016,3
2016-03-20,53,2016,3
2016-03-21,52,2016,3
2016-03-22,62,2016,3
2016-03-23,74,2016,3
2016-03-24,59,2016,3
2016-03-25,57,2016,3
2016-03-26,61,2016,3
2016-03-27,65,2016,3
2016-03-28,62,2016,3
2016-03-29,64,2016,3
2016-03-30,73,2016,3
2016-03-31,76,2016,3
2016-04-01,59,2016,4
2016-04-02,60,2016,4
2016-04-03,62,2016,4
2016-04-04,68,2016,4
2016-04-05,68,2016,4
2016-04-06,69,2016,4
2016-04-07,67,2016,4
2016-04-08,68,2016,4
2016-04-09,68,2016,4
2016-04-10,72,2016,4
2016-04-11,80,2016,4
2016-04-12,68,2016,4
2016-04-13,65,2016,4
2016-04-14,66,2016,4
2016-04-15,67,2016,4
2016-04-16,70,2016,4
2016-04-17,71,2016,4
2016-04-18,69,2016,4
2016-04-19,72,2016,4
2016-04-20,71,2016,4
2016-04-21,72,2016,4
2016-04-22,72,2016,4
2016-04-23,69,2016,4
2016-04-24,71,2016,4
2016-04-25,79,2016,4
2016-04-26,79,2016,4
2016-04-27,76,2016,4
2016-04-28,75,2016,4
2016-04-29,80,2016,4
2016-04-30,76,2016,4
2016-05-01,72,2016,5
2016-05-02,64,2016,5
2016-05-03,67,2016,5
2016-05-04,71,2016,5
2016-05-05,74,2016,5
2016-05-06,71,2016,5
2016-05-07,73,2016,5
2016-05-08,70,2016,5
2016-05-09,77,2016,5
2016-05-10,79,2016,5
2016-05-11,76,2016,5
2016-05-12,76,2016,5
2016-05-13,79,2016,5
2016-05-14,72,2016,5
2016-05-15,67,2016,5
2016-05-16,74,2016,5
2016-05-17,74,2016,5
2016-05-18,71,2016,5
2016-05-19,69,2016,5
2016-05-20,73,2016,5
2016-05-21,77,2016,5
2016-05-22,80,2016,5
2016-05-23,78,2016,5
2016-05-24,81,2016,5
2016-05-25,82,2016,5
2016-05-26,79,2016,5
2016-05-27,71,2016,5
2016-05-28,78,2016,5
2016-05-29,79,2016,5
2016-05-30,78,2016,5
2016-05-31,75,2016,5
2016-06-01,78,2016,6
2016-06-02,76,2016,6
2016-06-03,75,2016,6
2016-06-04,77,2016,6
2016-06-05,78,2016,6
2016-06-06,80,2016,6
2016-06-07,81,2016,6
2016-06-08,81,2016,6
2016-06-09,82,2016,6
2016-06-10,80,2016,6
2016-06-11,85,2016,6
2016-06-12,86,2016,6
2016-06-13,85,2016,6
2016-06-14,86,2016,6
2016-06-15,87,2016,6
2016-06-16,86,2016,6
2016-06-17,87,2016,6
2016-06-18,86,2016,6
2016-06-19,86,2016,6
2016-06-20,85,2016,6
2016-06-21,86,2016,6
2016-06-22,86,2016,6
2016-06-23,85,2016,6
2016-06-24,84,2016,6
2016-06-25,83,2016,6
2016-06-26,86,2016,6
2016-06-27,86,2016,6
2016-06-28,87,2016,6
2016-06-29,84,2016,6
2016-06-30,85,2016,6
2016-07-01,85,2016,7
2016-07-02,87,2016,7
2016-07-03,88,2016,7
2016-07-04,90,2016,7
2016-07-05,89,2016,7
2016-07-06,90,2016,7
2016-07-07,89,2016,7
2016-07-08,90,2016,7
2016-07-09,89,2016,7
2016-07-10,87,2016,7
2016-07-11,90,2016,7
2016-07-12,89,2016,7
2016-07-13,91,2016,7
2016-07-14,89,2016,7
2016-07-15,90,2016,7
2016-07-16,88,2016,7
2016-07-17,88,2016,7
2016-07-18,89,2016,7
2016-07-19,89,2016,7
2016-07-20,89,2016,7
2016-07-21,89,2016,7
2016-07-22,89,2016,7
2016-07-23,90,2016,7
2016-07-24,90,2016,7
2016-07-25,89,2016,7
2016-07-26,84,2016,7
2016-07-27,83,2016,7
2016-07-28,86,2016,7
2016-07-29,85,2016,7
2016-07-30,87,2016,7
2016-07-31,88,2016,7
2016-08-01,87,2016,8
2016-08-02,87,2016,8
2016-08-03,88,2016,8
2016-08-04,88,2016,8
2016-08-05,89,2016,8
2016-08-06,89,2016,8
2016-08-07,89,2016,8
2016-08-08,89,2016,8
2016-08-09,91,2016,8
2016-08-10,92,2016,8
2016-08-11,90,2016,8
2016-08-12,92,2016,8
2016-08-13,87,2016,8
2016-08-14,78,2016,8
2016-08-15,74,2016,8
2016-08-16,77,2016,8
2016-08-17,80,2016,8
2016-08-18,81,2016,8
2016-08-19,84,2016,8
2016-08-20,78,2016,8
2016-08-21,78,2016,8
2016-08-22,83,2016,8
2016-08-23,86,2016,8
2016-08-24,85,2016,8
2016-08-25,84,2016,8
2016-08-26,84,2016,8
2016-08-27,82,2016,8
2016-08-28,83,2016,8
2016-08-29,82,2016,8
2016-08-30,83,2016,8
2016-08-31,84,2016,8
2016-09-01,86,2016,9
2016-09-02,84,2016,9
2016-09-03,83,2016,9
2016-09-04,84,2016,9
2016-09-05,84,2016,9
2016-09-06,86,2016,9
2016-09-07,87,2016,9
2016-09-08,86,2016,9
2016-09-09,86,2016,9
2016-09-10,82,2016,9
2016-09-11,81,2016,9
2016-09-12,82,2016,9
2016-09-13,84,2016,9
2016-09-14,84,2016,9
2016-09-15,83,2016,9
2016-09-16,85,2016,9
2016-09-17,85,2016,9
2016-09-18,87,2016,9
2016-09-19,88,2016,9
2016-09-20,87,2016,9
2016-09-21,86,2016,9
2016-09-22,82,2016,9
2016-09-23,85,2016,9
2016-09-24,87,2016,9
2016-09-25,79,2016,9
2016-09-26,70,2016,9
2016-09-27,74,2016,9
2016-09-28,77,2016,9
2016-09-29,75,2016,9
2016-09-30,72,2016,9
2016-10-01,70,2016,10
2016-10-02,72,2016,10
2016-10-03,75,2016,10
2016-10-04,81,2016,10
2016-10-05,84,2016,10
2016-10-06,84,2016,10
2016-10-07,76,2016,10
2016-10-08,74,2016,10
2016-10-09,71,2016,10
2016-10-10,68,2016,10
2016-10-11,71,2016,10
2016-10-12,76,2016,10
2016-10-13,79,2016,10
2016-10-14,77,2016,10
2016-10-15,81,2016,10
2016-10-16,85,2016,10
2016-10-17,84,2016,10
2016-10-18,84,2016,10
2016-10-19,84,2016,10
2016-10-20,74,2016,10
2016-10-21,65,2016,10
2016-10-22,64,2016,10
2016-10-23,70,2016,10
2016-10-24,77,2016,10
2016-10-25,77,2016,10
2016-10-26,76,2016,10
2016-10-27,76,2016,10
2016-10-28,74,2016,10
2016-10-29,75,2016,10
2016-10-30,76,2016,10
2016-10-31,73,2016,10
2016-11-01,81,2016,11
2016-11-02,81,2016,11
2016-11-03,74,2016,11
2016-11-04,71,2016,11
2016-11-05,68,2016,11
2016-11-06,68,2016,11
2016-11-07,66,2016,11
2016-11-08,66,2016,11
2016-11-09,63,2016,11
2016-11-10,64,2016,11
2016-11-11,65,2016,11
2016-11-12,67,2016,11
2016-11-13,65,2016,11
2016-11-14,69,2016,11
2016-11-15,73,2016,11
2016-11-16,71,2016,11
2016-11-17,70,2016,11
2016-11-18,66,2016,11
2016-11-19,52,2016,11
2016-11-20,51,2016,11
2016-11-21,61,2016,11
2016-11-22,69,2016,11
2016-11-23,62,2016,11
2016-11-24,61,2016,11
2016-11-25,61,2016,11
2016-11-26,62,2016,11
2016-11-27,66,2016,11
2016-11-28,65,2016,11
2016-11-29,64,2016,11
2016-11-30,55,2016,11
2016-12-01,53,2016,12
2016-12-02,58,2016,12
2016-12-03,51,2016,12
2016-12-04,51,2016,12
2016-12-05,50,2016,12
2016-12-06,51,2016,12
2016-12-07,48,2016,12
2016-12-08,44,2016,12
2016-12-09,40,2016,12
2016-12-10,44,2016,12
2016-12-11,59,2016,12
2016-12-12,57,2016,12
2016-12-13,64,2016,12
2016-12-14,50,2016,12
2016-12-15,50,2016,12
2016-12-16,59,2016,12
2016-12-17,55,2016,12
2016-12-18,32,2016,12
2016-12-19,34,2016,12
2016-12-20,47,2016,12
2016-12-21,57,2016,12
2016-12-22,59,2016,12
2016-12-23,60,2016,12
2016-12-24,72,2016,12
2016-12-25,74,2016,12
2016-12-26,77,2016,12
2016-12-27,69,2016,12
2016-12-28,73,2016,12
2016-12-29,60,2016,12
2016-12-30,52,2016,12
2016-12-31,64,2016,12
2017-01-01,63,2017,1
2017-01-02,64,2017,1
2017-01-03,60,2017,1
2017-01-04,42,2017,1
2017-01-05,49,2017,1
2017-01-06,29,2017,1
2017-01-07,32,2017,1
2017-01-08,37,2017,1
2017-01-09,57,2017,1
2017-01-10,69,2017,1
2017-01-11,70,2017,1
2017-01-12,74,2017,1
2017-01-13,67,2017,1
2017-01-14,52,2017,1
2017-01-15,62,2017,1
2017-01-16,64,2017,1
2017-01-17,54,2017,1
2017-01-18,52,2017,1
2017-01-19,62,2017,1
2017-01-20,62,2017,1
2017-01-21,65,2017,1
2017-01-22,62,2017,1
2017-01-23,61,2017,1
2017-01-24,67,2017,1
2017-01-25,59,2017,1
2017-01-26,50,2017,1
2017-01-27,48,2017,1
2017-01-28,50,2017,1
2017-01-29,55,2017,1
2017-01-30,63,2017,1
2017-01-31,61,2017,1
2017-02-01,67,2017,2
2017-02-02,55,2017,2
2017-02-03,49,2017,2
2017-02-04,49,2017,2
2017-02-05,62,2017,2
2017-02-06,73,2017,2
2017-02-07,71,2017,2
2017-02-08,69,2017,2
2017-02-09,56,2017,2
2017-02-10,65,2017,2
2017-02-11,76,2017,2
2017-02-12,73,2017,2
2017-02-13,71,2017,2
2017-02-14,57,2017,2
2017-02-15,54,2017,2
2017-02-16,55,2017,2
2017-02-17,64,2017,2
2017-02-18,74,2017,2
2017-02-19,71,2017,2
2017-02-20,64,2017,2
2017-02-21,67,2017,2
2017-02-22,69,2017,2
2017-02-23,73,2017,2
2017-02-24,67,2017,2
2017-02-25,54,2017,2
2017-02-26,57,2017,2
2017-02-27,74,2017,2
2017-02-28,75,2017,2
2017-03-01,64,2017,3
2017-03-02,58,2017,3
2017-03-03,56,2017,3
2017-03-04,57,2017,3
2017-03-05,66,2017,3
2017-03-06,76,2017,3
2017-03-07,69,2017,3
2017-03-08,68,2017,3
2017-03-09,74,2017,3
2017-03-10,73,2017,3
2017-03-11,64,2017,3
2017-03-12,55,2017,3
2017-03-13,58,2017,3
2017-03-14,57,2017,3
2017-03-15,62,2017,3
2017-03-16,69,2017,3
2017-03-17,74,2017,3
2017-03-18,75,2017,3
2017-03-19,75,2017,3
2017-03-20,75,2017,3
2017-03-21,74,2017,3
2017-03-22,76,2017,3
2017-03-23,75,2017,3
2017-03-24,72,2017,3
2017-03-25,69,2017,3
2017-03-26,75,2017,3
2017-03-27,78,2017,3
2017-03-28,78,2017,3
2017-03-29,72,2017,3
2017-03-30,68,2017,3
2017-03-31,71,2017,3
2017-04-01,71,2017,4
2017-04-02,67,2017,4
2017-04-03,70,2017,4
2017-04-04,75,2017,4
2017-04-05,64,2017,4
2017-04-06,64,2017,4
2017-04-07,67,2017,4
2017-04-08,69,2017,4
2017-04-09,74,2017,4
2017-04-10,76,2017,4
2017-04-11,67,2017,4
2017-04-12,70,2017,4
2017-04-13,75,2017,4
2017-04-14,75,2017,4
2017-04-15,76,2017,4
2017-04-16,77,2017,4
2017-04-17,72,2017,4
2017-04-18,72,2017,4
2017-04-19,77,2017,4
2017-04-20,79,2017,4
2017-04-21,80,2017,4
2017-04-22,65,2017,4
2017-04-23,64,2017,4
2017-04-24,65,2017,4
2017-04-25,76,2017,4
2017-04-26,77,2017,4
2017-04-27,70,2017,4
2017-04-28,83,2017,4
2017-04-29,79,2017,4
2017-04-30,65,2017,4
2017-05-01,71,2017,5
2017-05-02,77,2017,5
2017-05-03,80,2017,5
2017-05-04,70,2017,5
2017-05-05,71,2017,5
2017-05-06,73,2017,5
2017-05-07,75,2017,5
2017-05-08,74,2017,5
2017-05-09,71,2017,5
2017-05-10,77,2017,5
2017-05-11,80,2017,5
2017-05-12,76,2017,5
2017-05-13,74,2017,5
2017-05-14,78,2017,5
2017-05-15,80,2017,5
2017-05-16,78,2017,5
2017-05-17,80,2017,5
2017-05-18,84,2017,5
2017-05-19,85,2017,5
2017-05-20,75,2017,5
2017-05-21,70,2017,5
2017-05-22,69,2017,5
2017-05-23,72,2017,5
2017-05-24,72,2017,5
2017-05-25,78,2017,5
2017-05-26,84,2017,5
2017-05-27,87,2017,5
2017-05-28,80,2017,5
2017-05-29,78,2017,5
2017-05-30,78,2017,5
2017-05-31,77,2017,5
2017-06-01,78,2017,6
2017-06-02,83,2017,6
2017-06-03,82,2017,6
2017-06-04,80,2017,6
2017-06-05,78,2017,6
2017-06-06,81,2017,6
2017-06-07,83,2017,6
2017-06-08,83,2017,6
2017-06-09,82,2017,6
2017-06-10,82,2017,6
2017-06-11,83,2017,6
2017-06-12,85,2017,6
2017-06-13,87,2017,6
2017-06-14,87,2017,6
2017-06-15,88,2017,6
2017-06-16,88,2017,6
2017-06-17,89,2017,6
2017-06-18,89,2017,6
2017-06-19,84,2017,6
2017-06-20,87,2017,6
2017-06-21,86,2017,6
2017-06-22,88,2017,6
2017-06-23,91,2017,6
2017-06-24,79,2017,6
2017-06-25,83,2017,6
2017-06-26,82,2017,6
2017-06-27,81,2017,6
2017-06-28,82,2017,6
2017-06-29,87,2017,6
2017-06-30,89,2017,6
2017-07-01,89,2017,7
2017-07-02,89,2017,7
2017-07-03,88,2017,7
2017-07-04,90,2017,7
2017-07-05,89,2017,7
2017-07-06,89,2017,7
2017-07-07,87,2017,7
2017-07-08,88,2017,7
2017-07-09,89,2017,7
2017-07-10,88,2017,7
2017-07-11,89,2017,7
2017-07-12,89,2017,7
2017-07-13,90,2017,7
2017-07-14,89,2017,7
2017-07-15,87,2017,7
2017-07-16,84,2017,7
2017-07-17,88,2017,7
2017-07-18,88,2017,7
2017-07-19,89,2017,7
2017-07-20,90,2017,7
2017-07-21,91,2017,7
2017-07-22,90,2017,7
2017-07-23,90,2017,7
2017-07-24,89,2017,7
2017-07-25,91,2017,7
2017-07-26,91,2017,7
2017-07-27,89,2017,7
2017-07-28,91,2017,7
2017-07-29,92,2017,7
2017-07-30,93,2017,7
2017-07-31,88,2017,7
